;segment;name;time_of_day;location;weather;TYPE_VEHICLE_LASER;TYPE_SIGN_LASER;TYPE_VEHICLE_CAMERA;TYPE_PEDESTRIAN_CAMERA;TYPE_PEDESTRIAN_LASER;TYPE_CYCLIST_CAMERA;TYPE_CYCLIST_LASER
4771;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;38.0;18.0;43.0;97.0;99.0;4.0;3.0
4772;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;38.0;18.0;43.0;97.0;99.0;4.0;3.0
4773;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;38.0;18.0;44.0;95.0;98.0;4.0;3.0
4774;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;39.0;18.0;43.0;95.0;98.0;4.0;3.0
4775;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;39.0;18.0;43.0;95.0;97.0;4.0;3.0
4776;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;39.0;18.0;41.0;96.0;98.0;4.0;3.0
4777;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;39.0;18.0;41.0;95.0;99.0;5.0;3.0
4778;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;39.0;18.0;41.0;96.0;100.0;5.0;3.0
4779;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;39.0;18.0;42.0;96.0;100.0;4.0;3.0
4780;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;39.0;18.0;42.0;96.0;100.0;4.0;3.0
4781;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;39.0;18.0;42.0;95.0;100.0;4.0;3.0
4782;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;39.0;18.0;41.0;96.0;100.0;3.0;3.0
4783;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;39.0;18.0;41.0;96.0;99.0;3.0;3.0
4784;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;39.0;18.0;41.0;96.0;99.0;4.0;3.0
4785;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;39.0;18.0;42.0;97.0;98.0;4.0;3.0
4786;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;39.0;18.0;42.0;96.0;98.0;4.0;3.0
4787;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;39.0;18.0;42.0;94.0;98.0;4.0;3.0
4788;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;39.0;18.0;42.0;92.0;98.0;3.0;3.0
4789;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;39.0;18.0;42.0;90.0;98.0;3.0;3.0
4790;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;39.0;18.0;41.0;90.0;96.0;3.0;3.0
4791;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;39.0;18.0;40.0;89.0;97.0;3.0;3.0
4792;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;39.0;18.0;41.0;87.0;96.0;3.0;3.0
4793;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;39.0;18.0;42.0;86.0;96.0;3.0;3.0
4794;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;39.0;18.0;42.0;86.0;96.0;3.0;3.0
4795;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;39.0;18.0;42.0;86.0;96.0;3.0;3.0
4796;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;39.0;18.0;42.0;87.0;96.0;3.0;3.0
4797;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;39.0;18.0;42.0;85.0;96.0;3.0;3.0
4798;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;39.0;18.0;41.0;87.0;96.0;2.0;3.0
4799;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;39.0;18.0;41.0;85.0;95.0;2.0;3.0
4800;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;39.0;18.0;41.0;86.0;95.0;3.0;3.0
4801;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;39.0;18.0;41.0;85.0;94.0;3.0;3.0
4802;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;39.0;18.0;42.0;85.0;94.0;3.0;3.0
4803;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;39.0;18.0;42.0;86.0;94.0;2.0;3.0
4804;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;39.0;18.0;42.0;82.0;94.0;2.0;3.0
4805;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;39.0;18.0;42.0;84.0;94.0;2.0;3.0
4806;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;39.0;18.0;44.0;82.0;94.0;2.0;3.0
4807;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;39.0;18.0;44.0;82.0;93.0;1.0;3.0
4808;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;39.0;18.0;45.0;80.0;93.0;1.0;3.0
4809;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;39.0;18.0;44.0;81.0;93.0;1.0;3.0
4810;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;39.0;18.0;44.0;82.0;93.0;1.0;3.0
4811;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;39.0;18.0;46.0;81.0;93.0;1.0;3.0
4812;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;40.0;18.0;48.0;79.0;92.0;1.0;3.0
4813;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;40.0;18.0;48.0;82.0;92.0;1.0;3.0
4814;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;40.0;18.0;48.0;82.0;92.0;1.0;3.0
4815;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;40.0;18.0;47.0;82.0;92.0;1.0;3.0
4816;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;40.0;18.0;46.0;81.0;92.0;1.0;3.0
4817;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;40.0;18.0;46.0;79.0;92.0;1.0;3.0
4818;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;40.0;18.0;46.0;80.0;91.0;1.0;3.0
4819;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;40.0;18.0;44.0;80.0;89.0;1.0;3.0
4820;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;40.0;18.0;44.0;81.0;88.0;1.0;3.0
4821;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;40.0;18.0;48.0;82.0;88.0;1.0;3.0
4822;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;40.0;18.0;47.0;79.0;88.0;1.0;3.0
4823;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;40.0;18.0;48.0;79.0;88.0;2.0;3.0
4824;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;40.0;18.0;48.0;77.0;88.0;2.0;3.0
4825;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;40.0;18.0;48.0;79.0;90.0;2.0;3.0
4826;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;40.0;18.0;47.0;78.0;90.0;2.0;3.0
4827;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;40.0;18.0;46.0;75.0;90.0;2.0;3.0
4828;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;40.0;18.0;47.0;73.0;90.0;1.0;3.0
4829;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;40.0;18.0;46.0;71.0;90.0;1.0;3.0
4830;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;40.0;18.0;47.0;73.0;91.0;1.0;3.0
4831;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;40.0;18.0;46.0;75.0;91.0;1.0;3.0
4832;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;40.0;18.0;46.0;73.0;91.0;1.0;3.0
4833;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;40.0;18.0;45.0;72.0;91.0;1.0;3.0
4834;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;40.0;18.0;43.0;72.0;92.0;1.0;3.0
4835;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;40.0;18.0;43.0;73.0;92.0;1.0;3.0
4836;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;40.0;18.0;44.0;74.0;92.0;1.0;3.0
4837;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;40.0;18.0;45.0;78.0;92.0;1.0;3.0
4838;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;40.0;18.0;44.0;78.0;95.0;1.0;3.0
4839;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;40.0;18.0;44.0;81.0;95.0;1.0;3.0
4840;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;40.0;18.0;44.0;79.0;96.0;1.0;3.0
4841;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;40.0;18.0;44.0;80.0;96.0;1.0;3.0
4842;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;40.0;18.0;45.0;80.0;96.0;1.0;3.0
4843;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;41.0;18.0;45.0;80.0;96.0;1.0;3.0
4844;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;41.0;18.0;45.0;81.0;96.0;1.0;3.0
4845;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;41.0;18.0;45.0;81.0;97.0;1.0;3.0
4846;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;41.0;18.0;45.0;80.0;98.0;1.0;3.0
4847;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;41.0;18.0;46.0;79.0;96.0;1.0;3.0
4848;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;41.0;18.0;47.0;74.0;96.0;1.0;3.0
4849;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;41.0;18.0;48.0;75.0;97.0;1.0;3.0
4850;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;41.0;18.0;47.0;77.0;97.0;1.0;3.0
4851;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;41.0;18.0;45.0;78.0;98.0;1.0;3.0
4852;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;40.0;18.0;45.0;76.0;98.0;1.0;3.0
4853;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;40.0;18.0;45.0;77.0;98.0;1.0;3.0
4854;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;40.0;18.0;45.0;79.0;99.0;1.0;3.0
4855;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;40.0;18.0;44.0;79.0;98.0;1.0;3.0
4856;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;40.0;18.0;45.0;81.0;100.0;;3.0
4857;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;40.0;18.0;44.0;79.0;100.0;;3.0
4858;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;40.0;18.0;44.0;80.0;100.0;;3.0
4859;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;40.0;18.0;43.0;82.0;101.0;;3.0
4860;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;40.0;18.0;44.0;80.0;102.0;;3.0
4861;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;40.0;18.0;45.0;81.0;102.0;1.0;3.0
4862;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;40.0;18.0;45.0;81.0;102.0;1.0;3.0
4863;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;40.0;18.0;46.0;80.0;101.0;1.0;3.0
4864;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;40.0;18.0;46.0;78.0;101.0;;3.0
4865;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;40.0;18.0;46.0;81.0;101.0;;3.0
4866;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;40.0;18.0;48.0;83.0;101.0;;3.0
4867;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;40.0;18.0;46.0;83.0;101.0;;2.0
4868;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;40.0;18.0;45.0;84.0;102.0;;2.0
4869;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;40.0;18.0;44.0;86.0;102.0;;2.0
4870;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;40.0;18.0;44.0;86.0;103.0;;2.0
4871;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;40.0;18.0;44.0;85.0;104.0;;2.0
4872;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;40.0;18.0;43.0;85.0;104.0;;2.0
4873;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;40.0;18.0;45.0;87.0;106.0;;2.0
4874;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;40.0;18.0;45.0;87.0;106.0;;2.0
4875;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;40.0;18.0;46.0;87.0;107.0;;2.0
4876;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;40.0;18.0;47.0;87.0;107.0;;2.0
4877;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;40.0;18.0;48.0;87.0;107.0;;2.0
4878;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;40.0;18.0;46.0;85.0;107.0;;2.0
4879;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;40.0;18.0;46.0;83.0;108.0;;2.0
4880;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;41.0;18.0;48.0;82.0;107.0;;2.0
4881;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;41.0;18.0;48.0;83.0;107.0;;2.0
4882;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;41.0;18.0;47.0;84.0;108.0;;2.0
4883;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;41.0;18.0;47.0;83.0;108.0;;2.0
4884;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;41.0;18.0;45.0;84.0;108.0;;2.0
4885;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;41.0;18.0;47.0;86.0;108.0;;2.0
4886;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;41.0;18.0;46.0;84.0;107.0;;2.0
4887;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;41.0;18.0;45.0;85.0;108.0;;2.0
4888;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;40.0;18.0;44.0;86.0;107.0;;2.0
4889;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;40.0;18.0;44.0;86.0;107.0;;2.0
4890;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;40.0;18.0;44.0;85.0;107.0;;2.0
4891;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;40.0;18.0;44.0;88.0;107.0;;2.0
4892;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;40.0;18.0;44.0;86.0;107.0;;2.0
4893;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;40.0;18.0;45.0;85.0;107.0;;2.0
4894;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;40.0;18.0;45.0;85.0;108.0;;2.0
4895;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;40.0;18.0;45.0;83.0;108.0;;2.0
4896;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;40.0;18.0;44.0;82.0;108.0;;2.0
4897;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;40.0;18.0;42.0;83.0;108.0;;2.0
4898;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;40.0;18.0;44.0;82.0;108.0;;2.0
4899;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;40.0;18.0;43.0;83.0;107.0;;2.0
4900;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;40.0;18.0;43.0;86.0;107.0;;2.0
4901;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;40.0;18.0;43.0;88.0;108.0;;2.0
4902;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;40.0;18.0;46.0;86.0;109.0;;2.0
4903;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;39.0;18.0;45.0;82.0;109.0;;2.0
4904;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;39.0;18.0;43.0;83.0;109.0;;2.0
4905;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;39.0;18.0;42.0;83.0;109.0;;2.0
4906;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;39.0;18.0;43.0;83.0;110.0;;2.0
4907;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;39.0;18.0;43.0;83.0;111.0;;2.0
4908;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;39.0;18.0;44.0;83.0;111.0;;2.0
4909;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;39.0;18.0;45.0;86.0;112.0;;2.0
4910;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;39.0;18.0;45.0;87.0;113.0;;2.0
4911;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;39.0;18.0;45.0;86.0;113.0;;2.0
4912;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;39.0;18.0;45.0;86.0;113.0;;2.0
4913;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;39.0;18.0;45.0;89.0;113.0;;2.0
4914;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;39.0;18.0;45.0;87.0;113.0;;2.0
4915;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;39.0;18.0;45.0;85.0;112.0;;2.0
4916;segment-10485926982439064520_4980_000_5000_000_with_camera_labels.tfrecord;10485926982439064520_4980_000_5000_000;Day;location_sf;sunny;39.0;18.0;45.0;82.0;112.0;;2.0
